Product,Date,Region,Units Sold,Unit Cost,Unit Price,Revenue,Profit,Year,Month,Quarter
Toy SKU 24,2022-08-22,B,138,5.09,16.11,2223.18,1520.7599999999998,2022,8,3
Toy SKU 16,2022-08-23,A,56,8.14,17.07,955.9200000000001,500.08000000000004,2022,8,3
Toy SKU 18,2022-08-24,A,195,7.43,23.72,4625.4,3176.5499999999997,2022,8,3
Toy SKU 28,2022-08-25,B,146,11.18,23.8,3474.8,1842.5200000000002,2022,8,3
Toy SKU 06,2022-08-26,A,11,13.62,35.92,395.12,245.3,2022,8,3
Toy SKU 17,2022-08-27,C,28,13.02,20.14,563.9200000000001,199.36000000000007,2022,8,3
Toy SKU 27,2022-08-28,A,137,9.89,17.82,2441.34,1086.41,2022,8,3
Toy SKU 08,2022-08-29,A,55,10.42,34.77,1912.3500000000001,1339.25,2022,8,3
Toy SKU 04,2022-08-30,C,169,6.82,15.77,2665.13,1512.55,2022,8,3
Toy SKU 14,2022-08-31,B,166,13.15,37.87,6286.419999999999,4103.519999999999,2022,8,3
Toy SKU 17,2022-09-01,A,202,12.43,40.83,8247.66,5736.799999999999,2022,9,3
Toy SKU 04,2022-09-02,B,199,4.38,21.88,4354.12,3482.5,2022,9,3
Toy SKU 02,2022-09-03,B,62,5.28,40.46,2508.52,2181.16,2022,9,3
Toy SKU 07,2022-09-04,A,19,11.49,30.15,572.85,354.54,2022,9,3
Toy SKU 29,2022-09-05,A,151,6.98,30.33,4579.83,3525.85,2022,9,3
Toy SKU 14,2022-09-06,A,12,6.67,17.42,209.04000000000002,129.00000000000003,2022,9,3
Toy SKU 29,2022-09-07,B,158,10.39,23.89,3774.62,2133.0,2022,9,3
Toy SKU 15,2022-09-08,B,40,10.57,17.93,717.2,294.40000000000003,2022,9,3
Toy SKU 05,2022-09-09,C,65,5.2,19.97,1298.05,960.05,2022,9,3
Toy SKU 25,2022-09-10,A,175,5.5,15.37,2689.75,1727.25,2022,9,3
Toy SKU 14,2022-09-11,A,122,4.85,31.73,3871.06,3279.36,2022,9,3
Toy SKU 22,2022-09-12,C,34,12.96,12.24,416.16,-24.480000000000018,2022,9,3
Toy SKU 13,2022-09-13,C,17,11.07,34.11,579.87,391.68,2022,9,3
Toy SKU 18,2022-09-14,C,127,11.66,21.43,2721.61,1240.7900000000002,2022,9,3
Toy SKU 02,2022-09-15,A,72,5.32,41.87,3014.64,2631.6,2022,9,3
Toy SKU 03,2022-09-16,A,65,10.21,33.26,2161.9,1498.25,2022,9,3
Toy SKU 25,2022-09-17,A,158,12.51,15.07,2381.06,404.48,2022,9,3
Toy SKU 11,2022-09-18,A,43,7.22,13.08,562.44,251.98000000000008,2022,9,3
Toy SKU 18,2022-09-19,B,47,6.98,11.32,532.04,203.97999999999996,2022,9,3
Toy SKU 26,2022-09-20,A,173,6.78,41.41,7163.929999999999,5990.99,2022,9,3
Toy SKU 28,2022-09-21,A,212,5.0,32.59,6909.080000000001,5849.080000000001,2022,9,3
Toy SKU 03,2022-09-22,B,21,4.51,15.22,319.62,224.91000000000003,2022,9,3
Toy SKU 21,2022-09-23,B,24,9.84,41.56,997.44,761.2800000000001,2022,9,3
Toy SKU 20,2022-09-24,C,44,13.84,31.37,1380.28,771.3199999999999,2022,9,3
Toy SKU 22,2022-09-25,B,16,12.6,21.03,336.48,134.88000000000002,2022,9,3
Toy SKU 21,2022-09-26,A,15,13.34,17.49,262.34999999999997,62.24999999999997,2022,9,3
Toy SKU 16,2022-09-27,C,112,5.32,10.9,1220.8,624.9599999999999,2022,9,3
Toy SKU 30,2022-09-28,A,207,12.57,13.73,2842.11,240.1199999999999,2022,9,3
Toy SKU 22,2022-09-29,B,69,5.55,9.89,682.4100000000001,299.4600000000001,2022,9,3
Toy SKU 08,2022-09-30,B,111,10.3,21.81,2420.91,1277.6099999999997,2022,9,3
Toy SKU 21,2022-10-01,A,125,4.49,14.09,1761.25,1200.0,2022,10,4
Toy SKU 18,2022-10-02,C,121,13.19,39.25,4749.25,3153.26,2022,10,4
Toy SKU 23,2022-10-03,C,145,13.25,22.75,3298.75,1377.5,2022,10,4
Toy SKU 03,2022-10-04,A,57,4.65,12.15,692.5500000000001,427.50000000000006,2022,10,4
Toy SKU 02,2022-10-05,B,82,10.86,35.09,2877.38,1986.8600000000001,2022,10,4
Toy SKU 30,2022-10-06,B,150,11.35,20.71,3106.5,1404.0,2022,10,4
Toy SKU 05,2022-10-07,B,10,6.45,19.91,199.1,134.6,2022,10,4
Toy SKU 26,2022-10-08,A,122,11.48,31.95,3897.9,2497.34,2022,10,4
Toy SKU 25,2022-10-09,A,37,11.98,31.35,1159.95,716.69,2022,10,4
Toy SKU 14,2022-10-10,A,70,8.58,23.5,1645.0,1044.4,2022,10,4
Toy SKU 20,2022-10-11,A,31,8.94,12.3,381.3,104.16000000000003,2022,10,4
Toy SKU 16,2022-10-12,A,11,13.52,18.4,202.39999999999998,53.67999999999998,2022,10,4
Toy SKU 04,2022-10-13,A,83,6.88,38.64,3207.12,2636.08,2022,10,4
Toy SKU 29,2022-10-14,B,159,6.65,12.79,2033.61,976.2599999999998,2022,10,4
Toy SKU 28,2022-10-15,C,125,7.13,35.46,4432.5,3541.25,2022,10,4
Toy SKU 19,2022-10-16,C,71,13.7,27.25,1934.75,962.0500000000001,2022,10,4
Toy SKU 15,2022-10-17,B,65,8.63,10.23,664.95,104.0,2022,10,4
Toy SKU 09,2022-10-18,C,26,6.74,27.66,719.16,543.92,2022,10,4
Toy SKU 04,2022-10-19,A,17,4.33,31.97,543.49,469.88,2022,10,4
Toy SKU 09,2022-10-20,A,11,7.06,16.53,181.83,104.17000000000002,2022,10,4
Toy SKU 15,2022-10-21,B,48,11.52,40.4,1939.1999999999998,1386.2399999999998,2022,10,4
Toy SKU 10,2022-10-22,A,206,9.75,30.17,6215.02,4206.52,2022,10,4
Toy SKU 29,2022-10-23,C,158,10.89,36.05,5695.9,3975.2799999999997,2022,10,4
Toy SKU 06,2022-10-24,B,96,6.9,12.47,1197.1200000000001,534.72,2022,10,4
Toy SKU 17,2022-10-25,B,148,3.85,18.1,2678.8,2109.0,2022,10,4
Toy SKU 04,2022-10-26,A,41,10.21,29.74,1219.34,800.7299999999999,2022,10,4
Toy SKU 06,2022-10-27,A,97,4.45,23.3,2260.1,1828.4499999999998,2022,10,4
Toy SKU 14,2022-10-28,B,139,9.58,25.22,3505.58,2173.96,2022,10,4
Toy SKU 22,2022-10-29,A,111,13.65,33.96,3769.56,2254.41,2022,10,4
Toy SKU 29,2022-10-30,B,190,3.78,40.1,7619.0,6900.8,2022,10,4
Toy SKU 15,2022-10-31,B,75,6.19,41.98,3148.4999999999995,2684.2499999999995,2022,10,4
Toy SKU 03,2022-11-01,C,79,4.15,9.84,777.36,449.51,2022,11,4
Toy SKU 02,2022-11-02,B,135,4.25,39.8,5373.0,4799.25,2022,11,4
Toy SKU 25,2022-11-03,C,120,9.97,18.63,2235.6,1039.1999999999998,2022,11,4
Toy SKU 17,2022-11-04,B,21,11.24,12.36,259.56,23.52000000000001,2022,11,4
Toy SKU 03,2022-11-05,A,175,3.63,23.32,4081.0,3445.75,2022,11,4
Toy SKU 10,2022-11-06,C,158,11.91,28.94,4572.52,2690.7400000000007,2022,11,4
Toy SKU 07,2022-11-07,C,205,12.41,25.71,5270.55,2726.5,2022,11,4
Toy SKU 13,2022-11-08,B,55,13.41,18.07,993.85,256.30000000000007,2022,11,4
Toy SKU 21,2022-11-09,A,24,7.35,20.59,494.15999999999997,317.76,2022,11,4
Toy SKU 08,2022-11-10,B,119,12.77,18.65,2219.35,699.72,2022,11,4
Toy SKU 28,2022-11-11,B,47,12.13,14.2,667.4,97.28999999999996,2022,11,4
Toy SKU 11,2022-11-12,A,29,8.78,31.17,903.9300000000001,649.3100000000001,2022,11,4
Toy SKU 25,2022-11-13,C,37,11.63,21.96,812.52,382.21,2022,11,4
Toy SKU 18,2022-11-14,C,14,4.72,10.28,143.92,77.83999999999999,2022,11,4
Toy SKU 01,2022-11-15,A,50,7.24,27.5,1375.0,1013.0,2022,11,4
Toy SKU 15,2022-11-16,C,109,10.62,31.01,3380.09,2222.51,2022,11,4
Toy SKU 26,2022-11-17,A,45,9.64,28.68,1290.6,856.8,2022,11,4
Toy SKU 11,2022-11-18,A,74,6.97,31.9,2360.6,1844.82,2022,11,4
Toy SKU 10,2022-11-19,B,92,8.13,38.46,3538.32,2790.36,2022,11,4
Toy SKU 05,2022-11-20,B,15,12.48,14.38,215.70000000000002,28.5,2022,11,4
Toy SKU 11,2022-11-21,B,161,3.61,39.21,6312.81,5731.6,2022,11,4
Toy SKU 13,2022-11-22,B,104,13.52,18.46,1919.8400000000001,513.7600000000002,2022,11,4
Toy SKU 05,2022-11-23,C,110,9.35,15.69,1725.8999999999999,697.3999999999999,2022,11,4
Toy SKU 28,2022-11-24,B,153,9.26,40.17,6146.01,4729.2300000000005,2022,11,4
Toy SKU 16,2022-11-25,B,38,4.95,32.05,1217.8999999999999,1029.8,2022,11,4
Toy SKU 09,2022-11-26,A,214,3.8,33.43,7154.0199999999995,6340.82,2022,11,4
Toy SKU 26,2022-11-27,C,188,4.66,31.83,5984.04,5107.96,2022,11,4
Toy SKU 03,2022-11-28,B,145,4.22,36.54,5298.3,4686.400000000001,2022,11,4
Toy SKU 14,2022-11-29,B,113,12.72,35.81,4046.53,2609.17,2022,11,4
Toy SKU 28,2022-11-30,B,117,6.14,25.7,3006.9,2288.52,2022,11,4
Toy SKU 22,2022-12-01,A,175,4.91,25.87,4527.25,3668.0,2022,12,4
Toy SKU 20,2022-12-02,B,19,6.64,16.66,316.54,190.38000000000002,2022,12,4
Toy SKU 14,2022-12-03,B,21,4.1,37.06,778.26,692.16,2022,12,4
Toy SKU 24,2022-12-04,A,190,7.09,30.75,5842.5,4495.4,2022,12,4
Toy SKU 04,2022-12-05,B,81,9.05,11.85,959.85,226.79999999999995,2022,12,4
Toy SKU 05,2022-12-06,C,194,13.21,36.11,7005.34,4442.6,2022,12,4
Toy SKU 22,2022-12-07,B,46,13.84,17.18,790.28,153.64,2022,12,4
Toy SKU 17,2022-12-08,C,24,9.4,19.85,476.40000000000003,250.8,2022,12,4
Toy SKU 14,2022-12-09,A,101,9.76,17.71,1788.71,802.95,2022,12,4
Toy SKU 01,2022-12-10,C,47,3.92,21.02,987.9399999999999,803.6999999999999,2022,12,4
Toy SKU 04,2022-12-11,C,39,10.63,33.97,1324.83,910.2599999999999,2022,12,4
Toy SKU 11,2022-12-12,A,77,12.13,31.83,2450.91,1516.8999999999996,2022,12,4
Toy SKU 25,2022-12-13,B,143,3.87,41.7,5963.1,5409.6900000000005,2022,12,4
Toy SKU 01,2022-12-14,B,173,13.34,38.78,6708.9400000000005,4401.120000000001,2022,12,4
Toy SKU 01,2022-12-15,A,24,8.24,35.06,841.44,643.6800000000001,2022,12,4
Toy SKU 24,2022-12-16,B,9,6.53,33.79,304.11,245.34,2022,12,4
Toy SKU 03,2022-12-17,C,22,6.66,19.24,423.28,276.76,2022,12,4
Toy SKU 19,2022-12-18,C,212,8.11,23.76,5037.12,3317.8,2022,12,4
Toy SKU 24,2022-12-19,B,107,9.3,23.27,2489.89,1494.79,2022,12,4
Toy SKU 13,2022-12-20,C,183,13.05,39.76,7276.08,4887.93,2022,12,4
Toy SKU 09,2022-12-21,B,68,10.91,36.66,2492.8799999999997,1750.9999999999995,2022,12,4
Toy SKU 14,2022-12-22,C,127,10.85,33.74,4284.9800000000005,2907.0300000000007,2022,12,4
Toy SKU 07,2022-12-23,C,72,5.69,25.45,1832.3999999999999,1422.7199999999998,2022,12,4
Toy SKU 23,2022-12-24,A,132,3.53,37.25,4917.0,4451.04,2022,12,4
Toy SKU 16,2022-12-25,B,86,12.07,32.66,2808.7599999999998,1770.7399999999998,2022,12,4
Toy SKU 04,2022-12-26,C,168,7.62,37.19,6247.92,4967.76,2022,12,4
Toy SKU 28,2022-12-27,B,213,3.51,30.28,6449.64,5702.01,2022,12,4
Toy SKU 18,2022-12-28,C,160,9.45,25.39,4062.4,2550.4,2022,12,4
Toy SKU 13,2022-12-29,C,137,6.42,40.65,5569.05,4689.51,2022,12,4
Toy SKU 21,2022-12-30,B,157,13.87,41.05,6444.849999999999,4267.26,2022,12,4
Toy SKU 14,2022-12-31,C,197,9.9,14.68,2891.96,941.6599999999999,2022,12,4
Toy SKU 23,2023-01-01,A,123,11.54,26.19,3221.3700000000003,1801.9500000000005,2023,1,1
Toy SKU 19,2023-01-02,C,186,7.5,25.7,4780.2,3385.2,2023,1,1
Toy SKU 04,2023-01-03,C,99,4.64,14.07,1392.93,933.5700000000002,2023,1,1
Toy SKU 12,2023-01-04,C,213,4.01,9.54,2032.0199999999998,1177.8899999999999,2023,1,1
Toy SKU 15,2023-01-05,A,108,5.23,32.27,3485.1600000000003,2920.32,2023,1,1
Toy SKU 09,2023-01-06,C,136,9.72,14.1,1917.6,595.6799999999998,2023,1,1
Toy SKU 07,2023-01-07,A,72,12.83,26.96,1941.1200000000001,1017.3600000000001,2023,1,1
Toy SKU 17,2023-01-08,C,102,6.97,24.54,2503.08,1792.1399999999999,2023,1,1
Toy SKU 07,2023-01-09,B,109,13.98,12.78,1393.02,-130.79999999999995,2023,1,1
Toy SKU 08,2023-01-10,C,105,9.31,20.35,2136.75,1159.1999999999998,2023,1,1
Toy SKU 26,2023-01-11,A,118,6.57,35.37,4173.66,3398.3999999999996,2023,1,1
Toy SKU 29,2023-01-12,B,121,10.04,25.97,3142.37,1927.53,2023,1,1
Toy SKU 28,2023-01-13,B,158,8.79,38.85,6138.3,4749.4800000000005,2023,1,1
Toy SKU 27,2023-01-14,A,70,12.03,37.4,2618.0,1775.9,2023,1,1
Toy SKU 30,2023-01-15,A,110,12.29,19.12,2103.2000000000003,751.3000000000004,2023,1,1
Toy SKU 06,2023-01-16,C,219,6.72,23.71,5192.49,3720.81,2023,1,1
Toy SKU 05,2023-01-17,A,76,7.56,36.06,2740.5600000000004,2166.0000000000005,2023,1,1
Toy SKU 13,2023-01-18,A,162,4.27,34.27,5551.740000000001,4860.000000000001,2023,1,1
Toy SKU 23,2023-01-19,B,175,7.72,32.84,5747.000000000001,4396.000000000001,2023,1,1
Toy SKU 12,2023-01-20,C,198,7.6,24.98,4946.04,3441.24,2023,1,1
Toy SKU 25,2023-01-21,C,173,6.57,35.53,6146.6900000000005,5010.08,2023,1,1
Toy SKU 02,2023-01-22,A,56,4.41,10.47,586.32,339.36,2023,1,1
Toy SKU 25,2023-01-23,B,219,12.63,38.13,8350.470000000001,5584.500000000001,2023,1,1
Toy SKU 10,2023-01-24,C,58,6.51,13.29,770.8199999999999,393.23999999999995,2023,1,1
Toy SKU 14,2023-01-25,A,114,5.81,39.87,4545.179999999999,3882.8399999999992,2023,1,1
Toy SKU 24,2023-01-26,A,114,6.09,15.57,1774.98,1080.72,2023,1,1
Toy SKU 05,2023-01-27,A,55,10.39,19.81,1089.55,518.0999999999999,2023,1,1
Toy SKU 16,2023-01-28,B,11,9.83,31.92,351.12,242.99,2023,1,1
Toy SKU 27,2023-01-29,B,85,5.18,19.58,1664.3,1224.0,2023,1,1
Toy SKU 09,2023-01-30,C,115,6.41,23.88,2746.2,2009.0499999999997,2023,1,1
Toy SKU 19,2023-01-31,A,185,10.52,27.5,5087.5,3141.3,2023,1,1
Toy SKU 24,2023-02-01,C,51,10.25,15.26,778.26,255.51,2023,2,1
Toy SKU 21,2023-02-02,A,30,13.63,28.76,862.8000000000001,453.90000000000003,2023,2,1
Toy SKU 24,2023-02-03,B,108,4.15,36.13,3902.0400000000004,3453.84,2023,2,1
Toy SKU 18,2023-02-04,A,53,11.95,26.63,1411.3899999999999,778.04,2023,2,1
Toy SKU 20,2023-02-05,A,159,12.07,14.82,2356.38,437.25,2023,2,1
Toy SKU 01,2023-02-06,B,18,11.44,20.55,369.90000000000003,163.98000000000005,2023,2,1
Toy SKU 08,2023-02-07,B,65,12.52,18.81,1222.6499999999999,408.8499999999999,2023,2,1
Toy SKU 08,2023-02-08,C,52,6.75,15.7,816.4,465.4,2023,2,1
Toy SKU 23,2023-02-09,A,192,5.16,22.76,4369.92,3379.2,2023,2,1
Toy SKU 03,2023-02-10,C,194,4.1,16.02,3107.88,2312.48,2023,2,1
Toy SKU 28,2023-02-11,C,109,10.63,16.94,1846.46,687.79,2023,2,1
Toy SKU 27,2023-02-12,A,96,5.72,13.24,1271.04,721.92,2023,2,1
Toy SKU 30,2023-02-13,B,30,7.28,29.16,874.8,656.4,2023,2,1
Toy SKU 18,2023-02-14,C,70,7.13,35.09,2456.3,1957.2000000000003,2023,2,1
Toy SKU 24,2023-02-15,C,87,9.5,18.18,1581.66,755.1600000000001,2023,2,1
Toy SKU 10,2023-02-16,C,19,11.25,14.64,278.16,64.41000000000003,2023,2,1
Toy SKU 30,2023-02-17,B,162,5.44,12.12,1963.4399999999998,1082.1599999999999,2023,2,1
Toy SKU 15,2023-02-18,B,81,13.5,29.3,2373.3,1279.8000000000002,2023,2,1
Toy SKU 11,2023-02-19,B,153,9.8,12.04,1842.12,342.7199999999998,2023,2,1
Toy SKU 02,2023-02-20,C,123,11.4,22.98,2826.54,1424.34,2023,2,1
Toy SKU 09,2023-02-21,A,133,3.76,23.19,3084.27,2584.19,2023,2,1
Toy SKU 02,2023-02-22,C,195,6.06,27.94,5448.3,4266.6,2023,2,1
Toy SKU 30,2023-02-23,C,122,5.11,19.93,2431.46,1808.04,2023,2,1
Toy SKU 02,2023-02-24,A,150,8.11,33.23,4984.499999999999,3767.999999999999,2023,2,1
Toy SKU 22,2023-02-25,C,46,13.92,33.89,1558.94,918.62,2023,2,1
Toy SKU 23,2023-02-26,C,188,12.24,33.1,6222.8,3921.6800000000003,2023,2,1
Toy SKU 13,2023-02-27,C,179,8.49,30.06,5380.74,3861.0299999999997,2023,2,1
Toy SKU 29,2023-02-28,B,117,12.44,23.23,2717.91,1262.4299999999998,2023,2,1
Toy SKU 22,2023-03-01,C,173,13.6,17.21,2977.33,624.5300000000002,2023,3,1
Toy SKU 24,2023-03-02,B,158,11.45,39.9,6304.2,4495.1,2023,3,1
Toy SKU 07,2023-03-03,C,102,9.58,14.52,1481.04,503.88,2023,3,1
Toy SKU 18,2023-03-04,C,214,6.18,32.92,7044.88,5722.360000000001,2023,3,1
Toy SKU 29,2023-03-05,C,176,5.72,15.24,2682.2400000000002,1675.5200000000004,2023,3,1
Toy SKU 14,2023-03-06,A,189,8.86,11.97,2262.33,587.79,2023,3,1
Toy SKU 04,2023-03-07,C,51,12.7,19.22,980.2199999999999,332.52,2023,3,1
Toy SKU 08,2023-03-08,B,50,4.39,25.88,1294.0,1074.5,2023,3,1
Toy SKU 23,2023-03-09,B,41,8.38,20.35,834.35,490.77,2023,3,1
Toy SKU 23,2023-03-10,B,63,6.42,39.62,2496.06,2091.6,2023,3,1
Toy SKU 08,2023-03-11,A,40,6.93,11.92,476.8,199.60000000000002,2023,3,1
Toy SKU 30,2023-03-12,A,60,4.11,35.07,2104.2,1857.6,2023,3,1
Toy SKU 26,2023-03-13,B,55,10.45,29.81,1639.55,1064.8,2023,3,1
Toy SKU 11,2023-03-14,B,207,13.59,31.46,6512.22,3699.09,2023,3,1
Toy SKU 20,2023-03-15,C,107,8.66,32.25,3450.75,2524.13,2023,3,1
Toy SKU 24,2023-03-16,B,24,11.46,40.74,977.76,702.72,2023,3,1
Toy SKU 20,2023-03-17,A,112,13.3,16.46,1843.52,353.91999999999985,2023,3,1
Toy SKU 26,2023-03-18,B,119,13.24,40.69,4842.11,3266.5499999999997,2023,3,1
Toy SKU 16,2023-03-19,A,204,10.83,16.31,3327.24,1117.9199999999996,2023,3,1
Toy SKU 11,2023-03-20,C,76,3.74,14.07,1069.32,785.0799999999999,2023,3,1
Toy SKU 04,2023-03-21,B,33,10.31,34.69,1144.77,804.54,2023,3,1
Toy SKU 20,2023-03-22,B,96,6.37,9.51,912.96,301.44000000000005,2023,3,1
Toy SKU 09,2023-03-23,A,24,5.37,9.66,231.84,102.96000000000001,2023,3,1
Toy SKU 10,2023-03-24,A,41,10.49,29.78,1220.98,790.89,2023,3,1
Toy SKU 19,2023-03-25,C,62,9.46,13.54,839.4799999999999,252.9599999999998,2023,3,1
Toy SKU 24,2023-03-26,C,127,4.15,23.22,2948.94,2421.89,2023,3,1
Toy SKU 10,2023-03-27,B,218,6.44,31.63,6895.34,5491.42,2023,3,1
Toy SKU 13,2023-03-28,C,186,11.57,29.72,5527.92,3375.9,2023,3,1
Toy SKU 04,2023-03-29,B,126,11.09,26.98,3399.48,2002.14,2023,3,1
Toy SKU 01,2023-03-30,A,65,6.94,39.88,2592.2000000000003,2141.1000000000004,2023,3,1
Toy SKU 20,2023-03-31,B,138,10.02,22.65,3125.7,1742.9399999999998,2023,3,1
Toy SKU 15,2023-04-01,B,107,6.55,23.52,2516.64,1815.79,2023,4,2
Toy SKU 22,2023-04-02,C,216,11.85,18.34,3961.44,1401.8400000000001,2023,4,2
Toy SKU 02,2023-04-03,B,152,10.25,30.54,4642.08,3084.08,2023,4,2
Toy SKU 03,2023-04-04,B,16,8.84,33.17,530.72,389.28000000000003,2023,4,2
Toy SKU 29,2023-04-05,B,157,5.98,18.35,2880.9500000000003,1942.0900000000001,2023,4,2
Toy SKU 16,2023-04-06,B,115,7.35,21.9,2518.5,1673.25,2023,4,2
Toy SKU 09,2023-04-07,B,136,5.81,35.54,4833.44,4043.2799999999997,2023,4,2
Toy SKU 05,2023-04-08,B,150,4.36,24.51,3676.5000000000005,3022.5000000000005,2023,4,2
Toy SKU 22,2023-04-09,C,13,10.6,20.34,264.42,126.62000000000003,2023,4,2
Toy SKU 07,2023-04-10,C,125,9.42,17.49,2186.25,1008.75,2023,4,2
Toy SKU 10,2023-04-11,A,139,8.4,21.23,2950.9700000000003,1783.3700000000001,2023,4,2
Toy SKU 26,2023-04-12,A,42,4.76,41.97,1762.74,1562.82,2023,4,2
Toy SKU 04,2023-04-13,B,95,3.52,40.45,3842.7500000000005,3508.3500000000004,2023,4,2
Toy SKU 05,2023-04-14,A,181,11.03,39.18,7091.58,5095.15,2023,4,2
Toy SKU 13,2023-04-15,B,159,8.37,41.16,6544.44,5213.61,2023,4,2
Toy SKU 07,2023-04-16,A,130,12.42,39.65,5154.5,3539.9,2023,4,2
Toy SKU 30,2023-04-17,B,62,5.0,30.89,1915.18,1605.18,2023,4,2
Toy SKU 15,2023-04-18,B,158,13.21,29.46,4654.68,2567.5,2023,4,2
Toy SKU 16,2023-04-19,C,73,7.7,13.41,978.9300000000001,416.83000000000004,2023,4,2
Toy SKU 17,2023-04-20,A,99,12.01,32.26,3193.74,2004.7499999999998,2023,4,2
Toy SKU 05,2023-04-21,A,120,7.43,31.06,3727.2,2835.6,2023,4,2
Toy SKU 03,2023-04-22,C,105,9.24,36.06,3786.3,2816.1000000000004,2023,4,2
Toy SKU 27,2023-04-23,A,116,8.48,37.56,4356.96,3373.2799999999997,2023,4,2
Toy SKU 09,2023-04-24,B,124,6.7,26.12,3238.88,2408.08,2023,4,2
Toy SKU 12,2023-04-25,C,123,10.43,23.21,2854.83,1571.94,2023,4,2
Toy SKU 15,2023-04-26,A,191,7.13,39.46,7536.860000000001,6175.030000000001,2023,4,2
Toy SKU 27,2023-04-27,A,51,9.38,26.71,1362.21,883.8299999999999,2023,4,2
Toy SKU 23,2023-04-28,C,29,13.05,26.54,769.66,391.2099999999999,2023,4,2
Toy SKU 05,2023-04-29,C,132,8.86,10.19,1345.08,175.55999999999995,2023,4,2
Toy SKU 19,2023-04-30,B,22,7.1,30.42,669.24,513.04,2023,4,2
Toy SKU 08,2023-05-01,B,113,4.48,11.41,1289.33,783.0899999999999,2023,5,2
Toy SKU 28,2023-05-02,A,181,9.89,14.87,2691.47,901.3799999999997,2023,5,2
Toy SKU 06,2023-05-03,A,194,5.7,12.01,2329.94,1224.14,2023,5,2
Toy SKU 27,2023-05-04,C,189,7.97,40.65,7682.849999999999,6176.5199999999995,2023,5,2
Toy SKU 09,2023-05-05,B,208,11.01,11.27,2344.16,54.07999999999993,2023,5,2
Toy SKU 02,2023-05-06,B,50,13.44,12.5,625.0,-47.0,2023,5,2
Toy SKU 30,2023-05-07,A,91,6.81,13.28,1208.48,588.7700000000001,2023,5,2
Toy SKU 04,2023-05-08,C,217,7.12,11.98,2599.6600000000003,1054.6200000000003,2023,5,2
Toy SKU 09,2023-05-09,B,113,5.16,23.26,2628.38,2045.3000000000002,2023,5,2
Toy SKU 03,2023-05-10,A,141,5.02,26.22,3697.02,2989.2,2023,5,2
Toy SKU 29,2023-05-11,C,49,4.3,15.68,768.3199999999999,557.6199999999999,2023,5,2
Toy SKU 28,2023-05-12,A,146,8.68,30.51,4454.46,3187.1800000000003,2023,5,2
Toy SKU 05,2023-05-13,B,26,8.13,28.18,732.68,521.3,2023,5,2
Toy SKU 07,2023-05-14,A,9,4.25,16.26,146.34,108.09,2023,5,2
Toy SKU 12,2023-05-15,A,106,13.9,41.88,4439.280000000001,2965.8800000000006,2023,5,2
Toy SKU 27,2023-05-16,C,123,4.35,19.68,2420.64,1885.59,2023,5,2
Toy SKU 13,2023-05-17,A,58,3.65,12.14,704.12,492.42,2023,5,2
Toy SKU 26,2023-05-18,B,160,5.39,32.63,5220.8,4358.400000000001,2023,5,2
Toy SKU 11,2023-05-19,A,83,12.44,16.95,1406.85,374.3299999999999,2023,5,2
Toy SKU 10,2023-05-20,B,128,8.7,14.03,1795.84,682.24,2023,5,2
Toy SKU 06,2023-05-21,B,42,9.93,17.7,743.4,326.34,2023,5,2
Toy SKU 30,2023-05-22,A,48,3.95,27.65,1327.1999999999998,1137.6,2023,5,2
Toy SKU 28,2023-05-23,A,124,6.13,23.94,2968.56,2208.44,2023,5,2
Toy SKU 29,2023-05-24,A,76,5.83,15.38,1168.88,725.8000000000002,2023,5,2
Toy SKU 22,2023-05-25,B,74,12.97,35.28,2610.7200000000003,1650.94,2023,5,2
Toy SKU 08,2023-05-26,C,100,10.46,24.84,2484.0,1438.0,2023,5,2
Toy SKU 20,2023-05-27,B,199,8.86,20.72,4123.28,2360.14,2023,5,2
Toy SKU 24,2023-05-28,B,52,4.8,21.96,1141.92,892.32,2023,5,2
Toy SKU 17,2023-05-29,B,74,12.39,21.5,1591.0,674.14,2023,5,2
Toy SKU 02,2023-05-30,C,197,11.41,13.46,2651.6200000000003,403.85000000000036,2023,5,2
Toy SKU 14,2023-05-31,C,204,8.55,17.57,3584.28,1840.0800000000002,2023,5,2
Toy SKU 20,2023-06-01,A,80,7.35,32.68,2614.4,2026.4,2023,6,2
Toy SKU 08,2023-06-02,B,209,10.52,27.06,5655.54,3456.86,2023,6,2
Toy SKU 15,2023-06-03,B,146,12.42,18.67,2725.82,912.5000000000002,2023,6,2
Toy SKU 25,2023-06-04,A,210,7.65,35.4,7434.0,5827.5,2023,6,2
Toy SKU 15,2023-06-05,C,164,5.2,28.34,4647.76,3794.96,2023,6,2
Toy SKU 22,2023-06-06,A,33,11.79,18.28,603.24,214.17000000000002,2023,6,2
Toy SKU 23,2023-06-07,C,181,5.4,21.96,3974.76,2997.36,2023,6,2
Toy SKU 28,2023-06-08,B,145,7.91,14.77,2141.65,994.7,2023,6,2
Toy SKU 03,2023-06-09,A,180,10.32,27.94,5029.2,3171.5999999999995,2023,6,2
Toy SKU 13,2023-06-10,A,41,8.23,21.19,868.7900000000001,531.3600000000001,2023,6,2
Toy SKU 11,2023-06-11,A,70,6.75,26.82,1877.4,1404.9,2023,6,2
Toy SKU 22,2023-06-12,C,203,9.16,29.36,5960.08,4100.6,2023,6,2
Toy SKU 05,2023-06-13,A,150,4.56,34.24,5136.0,4452.0,2023,6,2
